Hour,Temperature,Humidity,Wind_speed,Visibility,Dew_point_temperature,Solar_Radiation,Rainfall,Snowfall,Rented_Bike_Count
4,16.9,63,1.0,2000,9.8,0.0,0.0,0.0,317
5,16.6,65,1.2,2000,9.9,0.0,0.0,0.0,277
6,16.3,66,0.7,2000,9.9,0.05,0.0,0.0,381
7,17.0,60,1.1,1993,9.1,0.47,0.0,0.0,583
8,18.7,57,1.0,1956,9.9,1.05,0.0,0.0,892
9,20.4,54,1.5,2000,10.7,1.88,0.0,0.0,1144
10,21.8,46,0.9,1927,9.6,2.46,0.0,0.0,1166
12,24.8,43,1.2,1943,11.3,3.27,0.0,0.0,1525
13,26.2,37,1.2,1936,10.3,3.36,0.0,0.0,1704
14,27.1,40,1.8,1779,12.3,3.26,0.0,0.0,1783
15,27.8,41,1.6,1851,13.3,2.89,0.0,0.0,1861
16,28.3,41,2.6,1852,13.7,2.58,0.0,0.0,1991
17,28.4,43,2.0,1806,14.6,1.93,0.0,0.0,2383
18,28.0,46,2.3,1833,15.2,1.23,0.0,0.0,2451
21,23.7,64,1.7,1707,16.4,0.0,0.0,0.0,2435
0,21.5,76,1.4,1015,17.0,0.0,0.0,0.0,1394
1,20.9,79,2.0,932,17.1,0.0,0.0,0.0,929
2,20.5,76,1.1,994,16.1,0.0,0.0,0.0,755
3,19.9,80,1.6,741,16.3,0.0,0.0,0.0,491
5,19.0,85,0.8,567,16.4,0.0,0.0,0.0,238
6,18.9,83,0.3,576,15.9,0.05,0.0,0.0,324
9,22.5,66,1.2,605,15.8,0.97,0.0,0.0,944
10,23.0,66,1.1,516,16.2,0.83,0.0,0.0,953
11,23.6,63,0.7,523,16.1,0.93,0.0,0.0,1146
12,24.8,56,0.9,530,15.4,1.57,0.0,0.0,1422
13,25.7,52,1.1,639,15.0,1.81,0.0,0.0,1563
14,26.8,44,1.6,760,13.5,2.01,0.0,0.0,1709
15,27.3,51,2.6,598,16.2,2.4,0.0,0.0,1979
16,26.6,51,2.2,809,15.6,1.27,0.0,0.0,2235
17,25.6,58,3.3,865,16.7,0.66,0.0,0.0,2330
18,25.0,59,3.4,1324,16.4,0.54,0.0,0.0,2474
19,24.2,62,1.9,1225,16.4,0.39,0.0,0.0,2481
20,23.1,67,2.1,1060,16.6,0.03,0.0,0.0,2429
21,22.7,66,0.9,1069,16.0,0.0,0.0,0.0,2055
22,22.2,70,0.5,1056,16.4,0.0,0.0,0.0,1819
23,21.7,74,1.4,920,16.8,0.0,0.0,0.0,1323
0,21.3,74,1.4,963,16.4,0.0,0.0,0.0,917
1,21.0,74,0.5,990,16.1,0.0,0.0,0.0,547
3,20.5,77,0.5,865,16.3,0.0,0.0,0.0,202
4,20.2,78,0.7,884,16.2,0.0,0.0,0.0,164
5,20.0,80,0.3,824,16.4,0.0,0.0,0.0,383
6,20.0,78,0.4,752,16.0,0.05,0.0,0.0,779
7,20.6,76,0.5,786,16.2,0.3,0.0,0.0,1590
8,22.7,65,0.7,759,15.7,1.05,0.0,0.0,2357
9,24.7,59,1.1,616,16.1,1.8,0.0,0.0,1263
11,27.3,45,2.4,846,14.3,2.84,0.0,0.0,915
12,28.4,45,2.2,649,15.3,2.92,0.0,0.0,988
13,29.4,42,1.7,689,15.1,3.1,0.0,0.0,938
14,29.8,36,2.0,1382,13.1,2.63,0.0,0.0,997
15,30.5,34,2.8,1590,12.8,2.87,0.0,0.0,1177
16,30.5,34,2.9,1830,12.8,2.51,0.0,0.0,1401
17,29.5,36,3.7,1786,12.8,1.94,0.0,0.0,2040
18,29.2,35,2.7,1900,12.1,1.27,0.0,0.0,746
19,28.1,38,2.6,2000,12.4,0.63,0.0,0.0,1557
21,23.8,48,2.0,2000,12.1,0.0,0.0,0.0,1702
22,22.9,56,1.3,1927,13.6,0.0,0.0,0.0,1373
23,22.3,59,1.1,1892,13.8,0.0,0.0,0.0,1732
1,20.9,66,0.8,1528,14.3,0.0,0.0,0.0,766
2,20.2,71,1.2,1414,14.7,0.0,0.0,0.0,527
3,19.9,69,1.4,1179,14.0,0.0,0.0,0.0,369
4,19.7,73,1.6,848,14.7,0.0,0.0,0.0,268
5,19.4,77,0.8,831,15.2,0.0,0.0,0.0,317
7,19.9,72,0.6,840,14.6,0.32,0.0,0.0,1616
8,21.1,66,1.0,797,14.4,0.62,0.0,0.0,2430
9,22.4,62,0.9,761,14.7,0.93,0.0,0.0,1381
11,24.6,53,1.4,1472,14.3,1.67,0.0,0.0,1014
12,25.8,48,1.5,1487,13.9,2.31,0.0,0.0,1224
13,26.6,46,2.9,1482,14.0,2.31,0.0,0.0,1230
14,27.2,44,2.9,1377,13.8,2.59,0.0,0.0,1258
15,26.7,42,2.6,1634,12.7,1.89,0.0,0.0,1363
16,26.1,46,3.0,1728,13.5,1.55,0.0,0.0,1700
18,24.1,57,2.9,1301,15.0,0.56,0.0,0.0,3556
19,23.3,59,2.6,1214,14.8,0.28,0.0,0.0,2809
20,22.4,62,2.2,1041,14.7,0.05,0.0,0.0,2525
21,21.6,66,2.4,962,14.9,0.0,0.0,0.0,2378
22,20.8,71,2.1,800,15.3,0.0,0.0,0.0,2096
23,20.1,73,1.9,771,15.1,0.0,0.0,0.0,1456
0,19.7,71,2.0,1330,14.2,0.0,0.0,0.0,1030
1,19.6,73,1.4,958,14.6,0.0,0.0,0.0,803
2,19.6,78,0.8,662,15.6,0.0,0.0,0.0,576
3,19.4,79,0.8,563,15.6,0.0,0.0,0.0,340
5,19.1,83,2.0,457,16.1,0.0,0.0,0.0,336
6,19.4,83,1.6,448,16.4,0.03,0.0,0.0,714
7,20.0,77,1.7,595,15.8,0.29,0.0,0.0,1629
8,20.6,77,1.2,566,16.4,0.53,0.0,0.0,2440
9,21.1,73,2.0,623,16.0,0.43,0.0,0.0,1401
12,25.2,53,3.3,976,14.9,3.38,0.0,0.0,1252
13,26.2,51,3.2,1078,15.2,3.36,0.0,0.0,1184
15,27.9,45,3.6,1558,14.8,3.04,0.0,0.0,1266
16,28.2,48,3.9,1103,16.1,2.55,0.0,0.0,1600
17,28.0,50,3.2,1137,16.6,1.93,0.0,0.0,2289
18,27.0,55,3.1,1246,17.1,1.26,0.0,0.0,3384
19,25.6,61,2.7,1236,17.5,0.6,0.0,0.0,2741
20,23.3,68,3.6,895,17.0,0.11,0.0,0.0,2519
21,21.6,74,3.3,758,16.7,0.0,0.0,0.0,2246
22,20.6,78,3.0,684,16.6,0.0,0.0,0.0,1979
23,20.1,82,3.6,494,16.9,0.0,0.0,0.0,1401
0,20.0,83,2.6,547,17.0,0.0,0.0,0.0,1083
1,20.1,82,1.2,582,16.9,0.0,0.0,0.0,794
2,20.2,82,0.9,575,17.0,0.0,0.0,0.0,539
3,20.0,83,1.7,607,17.0,0.0,0.0,0.0,394
5,19.4,82,2.1,677,16.2,0.0,0.0,0.0,308
6,19.5,80,1.6,709,15.9,0.04,0.0,0.0,709
7,19.9,74,1.7,683,15.1,0.21,0.0,0.0,1543
8,21.4,65,1.9,821,14.5,1.15,0.0,0.0,2370
9,22.7,59,2.0,940,14.2,1.77,0.0,0.0,1360
10,23.9,57,2.1,977,14.8,2.54,0.0,0.0,922
11,25.5,57,1.8,943,16.3,3.01,0.0,0.0,1066
12,26.4,46,1.4,1103,13.8,3.26,0.0,0.0,1197
13,27.3,33,3.4,1921,9.6,3.42,0.0,0.0,1147
14,28.0,39,2.6,1833,12.7,3.14,0.0,0.0,1152
15,28.3,40,3.2,1619,13.4,2.96,0.0,0.0,1276
18,27.8,43,3.0,1933,14.0,1.35,0.0,0.0,3418
19,26.9,42,2.4,2000,12.8,0.62,0.0,0.0,2811
20,25.1,55,2.3,1779,15.4,0.08,0.0,0.0,2556
21,23.8,63,1.5,1455,16.3,0.0,0.0,0.0,2436
23,21.9,59,2.6,1188,13.5,0.0,0.0,0.0,1497
0,20.7,67,1.9,885,14.3,0.0,0.0,0.0,1137
1,20.2,75,1.4,525,15.6,0.0,0.0,0.0,912
2,19.8,80,1.5,370,16.2,0.0,0.0,0.0,602
3,19.3,85,1.6,345,16.7,0.0,0.0,0.0,413
4,19.1,86,1.4,322,16.6,0.0,0.0,0.0,268
5,18.6,85,1.0,384,16.0,0.0,0.0,0.0,336
6,18.2,83,0.6,448,15.2,0.06,0.0,0.0,710
7,18.8,66,1.1,814,12.3,0.46,0.0,0.0,1529
8,21.9,58,1.2,771,13.2,1.29,0.0,0.0,2283
9,24.2,47,1.2,822,12.1,1.94,0.0,0.0,1284
10,26.3,34,0.9,1792,9.1,2.57,0.0,0.0,902
11,28.1,35,1.3,1608,11.1,3.02,0.0,0.0,1020
13,30.6,26,1.2,1792,8.9,3.17,0.0,0.0,1073
14,31.6,25,2.3,1780,9.1,3.21,0.0,0.0,1087
15,31.9,23,1.8,1977,8.1,2.57,0.0,0.0,1203
16,30.8,31,3.8,1246,11.7,2.17,0.0,0.0,1466
17,30.4,28,2.9,1834,9.8,1.9,0.0,0.0,2146
18,29.3,27,3.4,1977,8.3,1.24,0.0,0.0,3365
19,27.1,32,3.5,2000,8.9,0.52,0.0,0.0,2732
20,25.4,31,2.5,2000,7.0,0.07,0.0,0.0,2493
21,24.2,32,1.5,2000,6.4,0.0,0.0,0.0,2251
22,23.3,32,1.1,2000,5.6,0.0,0.0,0.0,2103
23,22.9,34,1.1,1810,6.1,0.0,0.0,0.0,1648
0,22.7,36,1.5,2000,6.8,0.0,0.0,0.0,1322
1,22.5,39,1.1,2000,7.8,0.0,0.0,0.0,1073
3,22.0,42,0.2,1891,8.4,0.0,0.0,0.0,540
4,21.6,47,0.4,1985,9.7,0.0,0.0,0.0,375
5,21.1,48,0.3,2000,9.6,0.0,0.0,0.0,339
6,21.0,48,0.6,2000,9.5,0.01,0.0,0.0,417
7,21.3,44,0.5,1911,8.5,0.2,0.0,0.0,622
8,22.6,42,0.7,1887,9.0,0.62,0.0,0.0,934
9,24.3,37,1.1,1939,8.6,1.31,0.0,0.0,1072
10,25.8,35,1.5,1900,9.1,1.66,0.0,0.0,1064
12,28.4,31,2.7,1849,9.6,2.93,0.0,0.0,1374
13,27.9,41,3.9,1649,13.4,2.08,0.0,0.0,1483
14,28.0,46,3.6,1401,15.2,2.88,0.0,0.0,1445
15,28.4,43,3.1,1337,14.6,2.65,0.0,0.0,1589
17,28.1,49,3.2,1117,16.3,1.62,0.0,0.0,2101
18,26.3,55,3.2,1119,16.5,0.64,0.0,0.0,2256
19,25.7,59,2.8,1083,17.0,0.38,0.0,0.0,2288
21,23.8,68,2.2,694,17.5,0.0,0.0,0.0,2175
22,23.0,74,2.4,473,18.1,0.0,0.0,0.0,1932
23,22.5,77,2.7,396,18.2,0.0,0.0,0.0,1402
0,22.0,81,1.6,374,18.5,0.0,0.0,0.0,849
1,21.5,83,1.3,345,18.4,0.0,0.0,0.0,545
2,20.9,87,1.8,222,18.6,0.0,0.0,0.0,1254
3,20.6,91,0.8,194,19.0,0.0,0.0,0.0,644
5,20.3,87,1.0,251,18.0,0.0,0.0,0.0,235
6,20.2,87,2.0,255,17.9,0.01,0.0,0.0,258
7,20.5,82,0.8,338,17.3,0.16,0.0,0.0,369
8,21.3,78,0.7,351,17.3,0.51,0.0,0.0,561
9,23.1,68,1.9,482,16.8,1.64,0.0,0.0,734
11,27.1,52,2.1,557,16.3,2.82,0.0,0.0,870
12,28.9,40,2.3,809,13.9,3.15,0.0,0.0,1042
13,30.6,31,2.7,1240,11.5,3.24,0.0,0.0,1062
14,31.6,34,2.9,1050,13.8,3.12,0.0,0.0,1064
15,31.8,31,3.4,1400,12.5,2.85,0.0,0.0,1213
16,31.3,32,3.2,1427,12.6,2.38,0.0,0.0,1471
18,29.8,35,3.3,1805,12.6,1.15,0.0,0.0,2094
19,27.8,41,2.7,1990,13.3,0.45,0.0,0.0,2290
20,26.1,49,1.9,1960,14.5,0.1,0.0,0.0,2387
23,23.3,75,2.0,890,18.6,0.0,0.0,0.0,1329
1,22.5,80,1.1,619,18.8,0.0,0.0,0.0,585
2,22.3,80,0.8,709,18.6,0.0,0.0,0.0,424
3,22.0,83,0.5,684,18.9,0.0,0.0,0.0,264
4,21.8,82,0.7,702,18.5,0.0,0.0,0.0,199
5,21.5,84,0.3,569,18.6,0.0,0.0,0.0,338
6,21.3,81,0.7,604,17.8,0.05,0.0,0.0,785
7,22.1,74,0.3,830,17.2,0.37,0.0,0.0,1620
8,23.8,66,0.9,960,17.0,0.74,0.0,0.0,2331
9,25.4,61,1.0,1079,17.3,1.28,0.0,0.0,1293
10,26.4,55,0.9,901,16.6,1.16,0.0,0.0,878
11,27.8,46,1.3,912,15.1,1.77,0.0,0.0,968
12,29.8,42,2.1,1220,15.5,2.9,0.0,0.0,1039
13,31.2,36,2.0,1022,14.3,2.91,0.0,0.0,1073
15,32.7,31,1.7,1243,13.3,2.3,0.0,0.0,1184
16,32.2,39,2.8,928,16.4,1.74,0.0,0.0,1407
17,31.5,42,2.3,990,17.0,1.36,0.0,0.0,2008
19,29.8,45,1.5,956,16.5,0.32,0.0,0.0,2779
20,28.8,54,1.1,964,18.5,0.09,0.0,0.0,2456
21,27.9,55,0.5,1083,18.0,0.0,0.0,0.0,2372
23,27.2,55,0.7,920,17.3,0.0,0.0,0.0,1437
0,26.9,61,1.5,805,18.7,0.0,0.0,0.0,1052
1,26.7,50,1.8,884,15.4,0.0,0.0,0.0,783
2,26.1,51,1.7,760,15.1,0.0,0.0,0.0,524
4,24.7,49,1.0,1293,13.2,0.0,0.0,0.0,143
5,23.7,64,0.9,876,16.4,0.0,0.1,0.0,45
7,21.2,87,0.8,376,18.9,0.03,1.5,0.0,49
8,20.8,94,1.0,159,19.7,0.05,3.5,0.0,53
9,20.3,96,1.1,143,19.6,0.06,6.5,0.0,19
11,20.4,97,1.4,129,19.9,0.09,16.0,0.0,11
12,20.5,97,1.8,257,20.0,0.15,5.0,0.0,10
13,20.5,97,1.2,338,20.0,0.11,14.5,0.0,24
14,21.0,97,0.7,381,20.4,0.26,2.5,0.0,26
15,21.5,97,0.6,311,20.9,0.21,4.5,0.0,65
16,23.3,96,3.4,441,22.6,0.08,1.0,0.0,56
17,24.0,95,5.0,362,23.1,0.07,2.0,0.0,113
18,24.1,95,4.4,261,23.2,0.03,1.0,0.0,156
19,24.2,94,4.7,242,23.1,0.03,1.5,0.0,203
20,24.1,94,4.5,214,23.0,0.0,0.5,0.0,199
21,23.5,94,4.6,227,22.4,0.0,1.5,0.0,275
0,20.5,94,3.7,896,19.4,0.0,0.0,0.0,513
1,20.0,96,3.0,182,19.3,0.0,0.1,0.0,254
2,19.6,97,2.6,201,19.1,0.0,0.4,0.0,164
3,19.4,97,2.9,282,18.9,0.0,0.0,0.0,152
4,19.2,97,1.0,217,18.7,0.0,0.5,0.0,110
5,19.1,97,1.2,402,18.6,0.0,0.0,0.0,162
6,19.2,97,1.5,157,18.7,0.0,0.0,0.0,417
7,19.3,98,1.0,188,18.9,0.06,0.0,0.0,1084
8,19.7,97,1.5,200,19.2,0.25,0.0,0.0,1995
9,20.0,96,1.6,287,19.3,0.39,0.0,0.0,1238
10,21.4,85,1.1,596,18.7,1.34,0.0,0.0,862
12,24.1,73,2.2,992,18.9,2.15,0.0,0.0,1145
14,24.7,72,2.9,720,19.3,1.45,0.0,0.0,1243
17,25.1,70,2.2,796,19.2,0.48,0.0,0.0,2115
18,25.0,69,1.5,1125,18.9,0.52,0.0,0.0,3172
19,24.9,70,1.8,1131,19.0,0.24,0.0,0.0,2487
20,24.2,72,1.4,833,18.8,0.03,0.0,0.0,2274
21,23.3,71,1.3,1145,17.7,0.0,0.0,0.0,2200
22,22.7,77,2.0,1099,18.4,0.0,0.0,0.0,1959
0,22.2,84,1.1,482,19.3,0.0,0.0,0.0,561
1,22.2,84,0.3,610,19.3,0.0,0.0,0.0,1068
2,22.4,84,0.6,667,19.5,0.0,0.0,0.0,652
3,22.4,86,0.6,618,19.9,0.0,0.0,0.0,344
4,22.3,88,0.9,298,20.2,0.0,0.0,0.0,233
5,22.1,93,0.4,333,20.9,0.0,0.0,0.0,266
6,22.0,90,0.4,373,20.2,0.04,0.1,0.0,594
8,24.2,73,1.0,1581,19.0,0.96,0.0,0.0,2288
9,24.8,75,1.1,1418,20.0,0.63,0.0,0.0,1246
10,25.3,70,0.6,1386,19.4,0.7,0.0,0.0,826
11,26.5,64,1.8,1806,19.1,1.3,0.0,0.0,938
12,27.0,68,2.0,1863,20.5,1.3,0.0,0.0,1158
13,27.2,68,1.8,1575,20.7,1.1,0.0,0.0,1040
14,27.1,72,3.0,1126,21.6,0.91,0.0,0.0,1030
16,25.2,81,3.6,961,21.6,0.5,0.0,0.0,766
17,22.2,92,1.2,254,20.8,0.11,4.9,0.0,65
18,20.6,97,0.7,222,20.1,0.14,21.5,0.0,596
20,21.0,96,0.1,1431,20.3,0.02,0.0,0.0,1039
21,21.3,94,0.3,1314,20.2,0.0,0.0,0.0,1223
22,21.6,94,1.1,766,20.5,0.0,0.0,0.0,1239
1,22.0,96,0.1,387,21.3,0.0,0.1,0.0,460
2,22.2,96,0.8,269,21.5,0.0,0.2,0.0,345
3,22.3,96,1.2,290,21.6,0.0,0.1,0.0,227
5,22.1,97,0.5,152,21.5,0.0,1.5,0.0,133
6,21.9,97,0.2,190,21.3,0.0,4.5,0.0,308
7,22.0,97,0.9,269,21.4,0.03,0.0,0.0,883
8,22.2,95,1.6,389,21.3,0.26,0.0,0.0,2028
9,22.9,86,1.7,538,20.4,0.76,0.0,0.0,1195
11,24.8,74,1.8,644,19.8,1.41,0.0,0.0,956
12,26.1,67,2.2,758,19.4,2.15,0.0,0.0,1168
13,26.8,65,2.0,732,19.6,2.37,0.0,0.0,1117
15,28.4,63,2.8,742,20.6,2.47,0.0,0.0,1209
16,29.0,57,2.3,987,19.6,2.36,0.0,0.0,1554
18,28.1,60,1.9,959,19.5,1.05,0.0,0.0,3113
19,27.1,64,1.1,829,19.6,0.28,0.0,0.0,2602
20,26.2,70,1.5,792,20.2,0.12,0.0,0.0,2339
23,23.5,83,1.4,436,20.4,0.0,0.0,0.0,1552
0,23.0,84,1.9,375,20.1,0.0,0.0,0.0,1275
2,22.2,88,1.0,295,20.1,0.0,0.0,0.0,859
3,21.9,88,0.9,274,19.8,0.0,0.0,0.0,625
4,21.7,93,0.1,244,20.5,0.0,0.0,0.0,382
5,21.7,88,0.6,289,19.6,0.0,0.0,0.0,247
6,22.1,85,0.5,303,19.4,0.01,0.1,0.0,310
7,22.5,86,0.6,299,20.0,0.07,0.0,0.0,468
8,23.4,81,0.5,313,19.9,0.37,0.0,0.0,825
9,24.2,81,0.9,295,20.7,0.53,0.0,0.0,862
10,25.1,73,0.9,358,19.9,0.66,0.0,0.0,933
11,26.4,71,1.0,430,20.7,1.36,0.0,0.0,871
12,25.2,94,2.8,166,24.1,0.39,6.4,0.0,858
13,25.6,87,1.7,390,23.2,0.71,3.5,0.0,1144
15,27.8,71,0.9,733,22.0,0.93,0.0,0.0,1311
16,27.9,69,0.5,880,21.6,0.61,0.0,0.0,1317
17,27.4,75,2.3,616,22.5,0.46,0.0,0.0,1291
18,27.5,79,0.5,1237,23.5,0.65,0.5,0.0,306
20,24.2,88,0.8,1276,22.0,0.06,0.0,0.0,778
23,22.9,92,0.6,989,21.5,0.0,0.0,0.0,919
0,22.6,88,0.2,1259,20.5,0.0,0.0,0.0,865
2,22.7,87,0.5,1187,20.4,0.0,0.0,0.0,586
5,22.6,86,0.5,1076,20.1,0.0,0.1,0.0,54
6,22.3,93,0.6,1262,21.1,0.01,0.4,0.0,60
7,22.1,89,0.5,1617,20.1,0.08,0.5,0.0,25
8,22.1,93,0.5,805,20.9,0.14,1.0,0.0,20
9,22.1,94,0.9,624,21.0,0.22,1.5,0.0,9
10,21.6,97,0.5,266,21.0,0.13,12.0,0.0,13
14,21.5,97,0.7,1522,20.9,0.29,1.0,0.0,14
15,21.8,97,0.7,324,21.2,0.14,5.5,0.0,51
16,22.2,97,1.1,1745,21.6,0.25,1.0,0.0,41
17,22.4,96,0.4,1661,21.7,0.21,1.5,0.0,25
18,22.2,96,1.2,673,21.5,0.09,3.5,0.0,17
21,21.8,97,0.6,692,21.2,0.0,3.5,0.0,17
22,21.7,97,0.7,540,21.1,0.0,3.5,0.0,16
23,21.5,97,1.5,523,20.9,0.0,5.0,0.0,15
0,21.4,97,0.6,680,20.8,0.0,2.5,0.0,26
1,21.3,97,1.0,1451,20.7,0.0,3.0,0.0,28
2,21.2,97,0.8,1018,20.6,0.0,2.0,0.0,17
3,21.1,96,2.4,866,20.4,0.0,4.5,0.0,23
4,20.8,97,1.0,2000,20.3,0.0,4.0,0.0,58
5,20.7,97,0.3,2000,20.2,0.0,0.5,0.0,28
6,20.7,97,0.3,1262,20.2,0.0,1.0,0.0,40
7,20.7,97,0.4,1801,20.2,0.0,0.5,0.0,126
8,20.8,96,0.4,1627,20.1,0.11,1.5,0.0,104
9,21.0,97,1.3,825,20.4,0.14,3.0,0.0,128
10,21.4,97,0.6,563,20.8,0.27,1.0,0.0,27
11,21.7,97,0.5,591,21.1,0.25,8.0,0.0,153
12,22.4,97,1.0,945,21.8,0.46,0.0,0.0,218
13,22.6,97,0.6,367,22.0,0.3,0.5,0.0,304
14,23.3,96,0.3,434,22.6,0.53,0.0,0.0,381
16,25.2,87,0.9,601,22.8,0.88,0.0,0.0,839
17,25.3,87,0.6,751,22.9,0.49,0.0,0.0,861
18,24.9,87,1.9,1742,22.5,0.25,0.0,0.0,832
19,24.1,93,2.1,1118,22.8,0.23,1.5,0.0,44
20,23.5,97,0.1,1814,22.9,0.04,24.0,0.0,61
21,23.4,98,0.4,1038,23.0,0.0,1.0,0.0,72
22,23.4,98,0.3,585,23.0,0.0,2.5,0.0,83
23,23.4,98,0.3,662,23.0,0.0,0.5,0.0,168
0,23.2,98,0.2,927,22.8,0.0,0.5,0.0,349
2,23.0,98,0.1,1026,22.6,0.0,0.0,0.0,354
3,22.8,98,0.0,1734,22.4,0.0,0.0,0.0,233
4,22.7,97,0.2,1808,22.1,0.0,0.0,0.0,149
6,22.6,95,0.1,1937,21.7,0.05,0.0,0.0,600
8,24.3,83,0.5,1986,21.2,0.53,0.0,0.0,2135
9,25.7,76,0.8,1920,21.1,1.11,0.0,0.0,1156
11,29.2,66,1.4,1953,22.1,2.72,0.0,0.0,906
12,30.1,64,1.2,2000,22.5,2.54,0.0,0.0,944
13,31.2,54,1.3,1961,20.7,3.11,0.0,0.0,994
14,31.0,56,1.5,2000,21.1,1.47,0.0,0.0,1001
16,31.3,52,1.2,2000,20.2,1.63,0.0,0.0,1325
17,32.4,50,2.2,2000,20.6,1.92,0.0,0.0,1783
21,27.8,72,0.6,2000,22.2,0.0,0.0,0.0,2264
1,25.4,79,1.0,2000,21.4,0.0,0.0,0.0,796
2,25.1,82,0.2,2000,21.8,0.0,0.0,0.0,555
4,24.7,82,0.3,2000,21.4,0.0,0.0,0.0,234
6,24.0,84,0.1,1969,21.1,0.05,0.0,0.0,747
7,24.6,78,0.5,2000,20.5,0.33,0.0,0.0,1450
8,26.4,64,0.5,1909,19.0,1.33,0.0,0.0,2215
10,28.5,65,1.5,1519,21.2,1.74,0.0,0.0,831
11,30.0,60,2.3,1861,21.3,2.61,0.0,0.0,941
13,31.0,60,2.6,1657,22.3,2.75,0.0,0.0,1007
14,31.3,58,3.0,1479,22.0,2.46,0.0,0.0,1005
15,31.1,57,3.7,1912,21.5,2.03,0.0,0.0,1038
16,31.6,57,2.7,1882,22.0,2.19,0.0,0.0,1306
19,28.2,64,2.8,1978,20.7,0.5,0.0,0.0,2637
20,27.1,67,2.9,1949,20.4,0.06,0.0,0.0,2415
21,26.2,70,2.2,1908,20.2,0.0,0.0,0.0,2274
22,25.1,73,2.5,1808,19.9,0.0,0.0,0.0,2091
23,24.7,74,1.4,1596,19.7,0.0,0.0,0.0,1432
0,24.2,77,1.8,1365,19.9,0.0,0.0,0.0,1078
1,23.9,79,1.7,1121,20.0,0.0,0.0,0.0,846
2,23.6,80,1.5,879,19.9,0.0,0.0,0.0,568
3,23.5,81,0.9,878,20.0,0.0,0.0,0.0,376
4,23.5,80,0.4,924,19.8,0.0,0.0,0.0,267
5,23.5,80,0.3,838,19.8,0.0,0.0,0.0,326
6,23.5,80,0.3,768,19.8,0.0,0.0,0.0,438
8,23.6,93,0.9,308,22.3,0.21,0.0,0.0,1836
9,24.2,84,0.9,632,21.3,0.49,0.0,0.0,1112
10,25.6,75,1.1,1028,20.8,1.22,0.0,0.0,827
11,26.3,71,1.1,1340,20.6,0.86,0.0,0.0,890
12,27.0,68,1.1,1744,20.5,1.2,0.0,0.0,996
14,28.3,67,3.0,1242,21.5,1.73,0.0,0.0,933
16,28.2,71,1.7,2000,22.4,0.96,0.0,0.0,1105
17,27.3,76,0.9,1971,22.6,0.52,0.0,0.0,1381
18,26.8,71,1.2,2000,21.0,0.21,0.0,0.0,2594
19,26.7,69,1.4,2000,20.5,0.36,0.0,0.0,2309
20,25.8,68,1.4,2000,19.4,0.09,0.0,0.0,2122
21,25.2,67,1.5,2000,18.6,0.0,0.0,0.0,2063
22,24.4,67,1.6,2000,17.8,0.0,0.0,0.0,1941
0,23.5,65,1.9,2000,16.5,0.0,0.0,0.0,1075
1,23.1,66,1.6,2000,16.3,0.0,0.0,0.0,839
2,22.8,65,1.8,2000,15.8,0.0,0.0,0.0,558
3,22.6,66,1.5,2000,15.9,0.0,0.0,0.0,403
5,22.5,66,1.5,2000,15.8,0.0,0.0,0.0,311
6,22.4,65,1.6,2000,15.4,0.01,0.0,0.0,723
7,22.6,63,1.3,2000,15.1,0.21,0.0,0.0,1449
8,23.2,60,1.7,2000,14.9,0.58,0.0,0.0,2273
10,23.7,59,1.7,2000,15.2,0.89,0.0,0.0,998
11,23.9,59,2.1,2000,15.3,1.08,0.0,0.0,1024
12,25.7,57,1.9,2000,16.5,2.32,0.0,0.0,1216
13,26.2,53,2.1,2000,15.8,2.23,0.0,0.0,1210
14,27.0,52,2.1,2000,16.2,2.51,0.0,0.0,1209
15,26.9,51,2.0,2000,15.9,1.95,0.0,0.0,1346
16,26.6,54,2.3,2000,16.5,1.24,0.0,0.0,1635
17,26.6,52,2.2,2000,15.9,1.02,0.0,0.0,2282
18,25.9,52,2.1,2000,15.2,0.57,0.0,0.0,3196
20,23.8,55,2.3,2000,14.2,0.05,0.0,0.0,2223
23,22.0,55,1.7,2000,12.5,0.0,0.0,0.0,1458
0,21.5,56,1.8,2000,12.3,0.0,0.0,0.0,1191
1,21.1,57,2.0,2000,12.2,0.0,0.0,0.0,1079
2,20.7,58,1.5,2000,12.1,0.0,0.0,0.0,760
3,20.4,59,1.0,2000,12.1,0.0,0.0,0.0,545
4,20.0,63,1.8,2000,12.7,0.0,0.0,0.0,331
5,19.8,63,1.4,2000,12.5,0.0,0.0,0.0,273
7,19.6,57,1.6,2000,10.8,0.42,0.0,0.0,567
8,21.2,52,1.6,1998,10.9,1.2,0.0,0.0,832
9,22.6,51,1.7,2000,11.9,1.87,0.0,0.0,1009
10,24.0,49,1.7,2000,12.6,2.48,0.0,0.0,1050
11,25.0,48,1.5,1986,13.2,2.95,0.0,0.0,1129
12,26.4,47,1.7,2000,14.1,3.26,0.0,0.0,1328
13,27.5,43,2.0,2000,13.7,3.41,0.0,0.0,1399
14,28.3,43,1.6,1941,14.5,3.33,0.0,0.0,1430
15,28.7,42,1.3,2000,14.5,2.98,0.0,0.0,1579
16,28.9,44,1.6,1998,15.4,2.2,0.0,0.0,1764
17,28.9,45,1.4,2000,15.7,1.89,0.0,0.0,2020
18,27.8,48,1.2,2000,15.7,0.91,0.0,0.0,2238
19,26.1,51,1.4,2000,15.1,0.32,0.0,0.0,2352
