frequency,attack,chord,free,suction,scaled
1600,6.7,0.1016,55.5,0.0052139,133.653
2000,6.7,0.1016,55.5,0.0052139,129.653
2500,6.7,0.1016,55.5,0.0052139,124.273
400,6.7,0.1016,39.6,0.00578076,128.295
500,6.7,0.1016,39.6,0.00578076,130.955
630,6.7,0.1016,39.6,0.00578076,133.355
800,6.7,0.1016,39.6,0.00578076,134.625
1000,6.7,0.1016,39.6,0.00578076,134.515
1600,6.7,0.1016,39.6,0.00578076,127.375
2000,6.7,0.1016,39.6,0.00578076,122.235
315,6.7,0.1016,31.7,0.00592927,126.266
400,6.7,0.1016,31.7,0.00592927,128.296
500,6.7,0.1016,31.7,0.00592927,130.206
630,6.7,0.1016,31.7,0.00592927,132.116
800,6.7,0.1016,31.7,0.00592927,132.886
1000,6.7,0.1016,31.7,0.00592927,131.636
1250,6.7,0.1016,31.7,0.00592927,129.256
2000,6.7,0.1016,31.7,0.00592927,120.446
200,8.9,0.1016,71.3,0.0103088,133.503
315,8.9,0.1016,71.3,0.0103088,136.583
400,8.9,0.1016,71.3,0.0103088,138.123
630,8.9,0.1016,71.3,0.0103088,138.423
1000,8.9,0.1016,71.3,0.0103088,135.433
1600,8.9,0.1016,71.3,0.0103088,128.763
2000,8.9,0.1016,71.3,0.0103088,124.233
2500,8.9,0.1016,71.3,0.0103088,123.623
4000,8.9,0.1016,71.3,0.0103088,120.243
5000,8.9,0.1016,71.3,0.0103088,116.723
6300,8.9,0.1016,71.3,0.0103088,117.253
200,8.9,0.1016,39.6,0.0124596,133.42
250,8.9,0.1016,39.6,0.0124596,134.34
315,8.9,0.1016,39.6,0.0124596,135.38
400,8.9,0.1016,39.6,0.0124596,135.54
630,8.9,0.1016,39.6,0.0124596,131.92
800,8.9,0.1016,39.6,0.0124596,130.94
1000,8.9,0.1016,39.6,0.0124596,129.58
1250,8.9,0.1016,39.6,0.0124596,127.71
1600,8.9,0.1016,39.6,0.0124596,123.82
2000,8.9,0.1016,39.6,0.0124596,119.04
2500,8.9,0.1016,39.6,0.0124596,119.19
3150,8.9,0.1016,39.6,0.0124596,119.35
4000,8.9,0.1016,39.6,0.0124596,116.22
5000,8.9,0.1016,39.6,0.0124596,113.08
6300,8.9,0.1016,39.6,0.0124596,113.11
315,12.3,0.1016,71.3,0.0337792,137.068
400,12.3,0.1016,71.3,0.0337792,139.428
500,12.3,0.1016,71.3,0.0337792,140.158
630,12.3,0.1016,71.3,0.0337792,135.368
800,12.3,0.1016,71.3,0.0337792,127.318
1000,12.3,0.1016,71.3,0.0337792,127.928
1250,12.3,0.1016,71.3,0.0337792,126.648
2000,12.3,0.1016,71.3,0.0337792,122.218
2500,12.3,0.1016,71.3,0.0337792,121.318
3150,12.3,0.1016,71.3,0.0337792,120.798
4000,12.3,0.1016,71.3,0.0337792,118.018
6300,12.3,0.1016,71.3,0.0337792,113.958
315,12.3,0.1016,55.5,0.0368233,135.674
400,12.3,0.1016,55.5,0.0368233,136.414
500,12.3,0.1016,55.5,0.0368233,133.774
800,12.3,0.1016,55.5,0.0368233,125.114
1250,12.3,0.1016,55.5,0.0368233,124.214
1600,12.3,0.1016,55.5,0.0368233,121.824
2500,12.3,0.1016,55.5,0.0368233,117.054
3150,12.3,0.1016,55.5,0.0368233,116.914
4000,12.3,0.1016,55.5,0.0368233,114.404
5000,12.3,0.1016,55.5,0.0368233,112.014
250,12.3,0.1016,39.6,0.0408268,129.675
315,12.3,0.1016,39.6,0.0408268,129.415
400,12.3,0.1016,39.6,0.0408268,128.265
500,12.3,0.1016,39.6,0.0408268,122.205
630,12.3,0.1016,39.6,0.0408268,121.315
800,12.3,0.1016,39.6,0.0408268,122.315
1250,12.3,0.1016,39.6,0.0408268,121.165
1600,12.3,0.1016,39.6,0.0408268,117.875
2500,12.3,0.1016,39.6,0.0408268,113.315
4000,12.3,0.1016,39.6,0.0408268,110.905
5000,12.3,0.1016,39.6,0.0408268,108.625
6300,12.3,0.1016,39.6,0.0408268,107.985
250,12.3,0.1016,31.7,0.0418756,125.857
315,12.3,0.1016,31.7,0.0418756,124.717
400,12.3,0.1016,31.7,0.0418756,123.207
500,12.3,0.1016,31.7,0.0418756,118.667
800,12.3,0.1016,31.7,0.0418756,120.037
1250,12.3,0.1016,31.7,0.0418756,118.767
1600,12.3,0.1016,31.7,0.0418756,114.477
2000,12.3,0.1016,31.7,0.0418756,110.447
2500,12.3,0.1016,31.7,0.0418756,110.317
3150,12.3,0.1016,31.7,0.0418756,110.307
4000,12.3,0.1016,31.7,0.0418756,108.407
5000,12.3,0.1016,31.7,0.0418756,107.147
6300,12.3,0.1016,31.7,0.0418756,107.267
200,15.6,0.1016,71.3,0.0437259,130.898
250,15.6,0.1016,71.3,0.0437259,132.158
315,15.6,0.1016,71.3,0.0437259,133.808
500,15.6,0.1016,71.3,0.0437259,130.638
630,15.6,0.1016,71.3,0.0437259,122.288
800,15.6,0.1016,71.3,0.0437259,124.188
1000,15.6,0.1016,71.3,0.0437259,124.438
1250,15.6,0.1016,71.3,0.0437259,123.178
1600,15.6,0.1016,71.3,0.0437259,121.528
2000,15.6,0.1016,71.3,0.0437259,119.888
2500,15.6,0.1016,71.3,0.0437259,118.998
3150,15.6,0.1016,71.3,0.0437259,116.468
200,15.6,0.1016,39.6,0.0528487,123.514
250,15.6,0.1016,39.6,0.0528487,124.644
315,15.6,0.1016,39.6,0.0528487,122.754
500,15.6,0.1016,39.6,0.0528487,115.304
800,15.6,0.1016,39.6,0.0528487,118.964
1000,15.6,0.1016,39.6,0.0528487,119.224
1250,15.6,0.1016,39.6,0.0528487,118.214
1600,15.6,0.1016,39.6,0.0528487,114.554
2500,15.6,0.1016,39.6,0.0528487,110.264
4000,15.6,0.1016,39.6,0.0528487,106.604
5000,15.6,0.1016,39.6,0.0528487,106.224
6300,15.6,0.1016,39.6,0.0528487,104.204
